GENE,SCORE,Mutation,Expression hub,Regulator,Genomic abnormalities (CNV),meEthylation,#SIGPVALS
SLC27A2,-0.72428,0,0,0,0,0.262765,0
DNAH9,-0.724418,0.197911,0,0,0,0.259389,0
CRX,-0.724505,0,2,1,1,0.347567,0
CSF3,-0.724912,0,0,0,0,0.262894,0
GCM2,-0.725495,0.978811,0,1,0,0.304696,0
FZD10,-0.727859,0,0,0,0,0.263496,0
BCAR1,-0.72831,0,0,0,0,0.263589,0
PGLYRP1,-0.728342,0,0,0,1,0.266181,0
APH1B,-0.728498,0,0,0,0,0.263627,21
SYDE1,-0.728596,0,0,0,1,0.266233,0
DHX57,-0.728817,0,1,1,0,0.334035,0
AMDHD2,-0.729219,0,0,0,0,0.263774,2
DOCK9,-0.732162,0.395774,0,0,0,0.25757,0
DNM3,-0.732309,0,0,0,0,0.264406,1
KLK7,-0.734469,2.01682,0,0,1,0.23275,0
COL11A1,-0.736275,0,0,0,0,0.265217,1
TBX2,-0.737114,0,0,1,0,0.323904,0
ZNF280B,-0.73733,0,6,1,0,0.394912,24
TGFB1I1,-0.737972,0,25,1,0,0.619763,2
SLC6A3,-0.739132,0,0,0,0,0.265801,1
MLPH,-0.739317,0,0,0,0,0.265839,3
MSC,-0.739921,0,0,0,1,0.268547,17
ZNF710,-0.740113,0,0,1,0,0.324517,0
CAMK1,-0.740191,0,0,0,0,0.266017,10
KCNG1,-0.740927,0,0,0,0,0.266167,0
TJP1,-0.741418,0.847712,0,0,0,0.25169,0
LAPTM5,-0.742923,0,0,0,0,0.266576,16
APCDD1L,-0.743565,0,0,0,0,0.266707,0
AKD1,-0.745212,0.906578,0,0,0,0.251453,7
MAB21L1,-0.74565,0,0,0,0,0.267133,2
NBEA,-0.74565,0,0,0,0,0.267133,0
NDUFB10,-0.746411,0,0,0,0,0.267289,0
C4orf33,-0.746531,0,0,0,0,0.267313,0
SCLT1,-0.746531,0,0,0,0,0.267313,0
PAX7,-0.748236,0,0,1,0,0.326177,1
PVR,-0.748478,0,0,0,1,0.270297,0
DUOXA2,-0.748579,0.694649,0,0,0,0.255786,0
SART1,-0.749145,0,15,1,0,0.503774,0
HCG9,-0.750933,0,0,0,0,0.268213,0
EPHA3,-0.752038,0.484126,0,0,0,0.260113,2
SPTA1,-0.75287,0,0,0,0,0.268609,0
PAOX,-0.753286,0,0,0,0,0.268694,0
PHACTR3,-0.753823,0,0,0,0,0.268803,10
STK3,-0.756406,0,0,0,1,0.271917,0
LPAR2,-0.757045,0,0,0,1,0.272048,0
C1orf220,-0.757254,0,0,0,0,0.269505,0
PTPRN,-0.757285,0.578396,0,0,0,0.259564,0
EMP2,-0.757472,0,0,0,0,0.269549,1
MUC1,-0.759467,0,0,0,0,0.269957,1
CCR6,-0.759505,0,0,0,0,0.269965,0
SLC25A10,-0.760068,0,0,0,0,0.27008,1
NRN1,-0.760197,0,0,0,0,0.270106,0
PITX1,-0.761864,0,0,1,0,0.328963,0
SLIT2,-0.763208,0,0,0,0,0.270722,9
WRN,-0.763914,0.595166,0,0,1,0.263217,0
HIVEP3,-0.76528,0,6,1,0,0.400625,1
ZNF781,-0.76623,0,1,1,1,0.344268,1
ADAMTS8,-0.766722,0,0,0,0,0.27144,0
SNN,-0.767564,0,0,0,0,0.271612,3
ABTB1,-0.767565,0,0,0,0,0.271612,0
PDLIM3,-0.768735,0,0,0,0,0.271852,0
SPRR1B,-0.770084,0,0,0,0,0.272127,1
ACSF2,-0.771421,0,0,0,0,0.2724,0
CSMD1,-0.771761,0.283997,0,0,1,0.270172,0
SP2,-0.774517,0,34,1,0,0.733678,0
ISL1,-0.774671,0,1,1,0,0.343408,1
GSTP1,-0.77475,0,0,0,0,0.273081,0
SHISA4,-0.774757,0,0,0,0,0.273082,0
GDF15,-0.774894,0,0,0,1,0.275696,5
SIRT6,-0.775434,0,3,1,1,0.369805,0
SLC44A3,-0.776127,0,0,0,0,0.273362,8
IGFBP1,-0.777674,0,0,0,1,0.276264,1
TMEM229B,-0.77863,0,0,0,0,0.273874,0
TUSC3,-0.778713,2.07572,0,0,1,0.240781,0
KRT222,-0.778747,0,0,0,0,0.273898,0
RGS7,-0.779635,0,0,0,0,0.274079,0
LMOD1,-0.779786,1.91009,0,0,0,0.241263,0
NOTCH3,-0.77992,0,2,1,1,0.358894,24
FIGNL1,-0.780033,0,0,0,1,0.276746,2
ST6GAL2,-0.780552,0,0,0,0,0.274267,2
IL18RAP,-0.781,0,0,0,0,0.274359,0
KCNMB2,-0.781402,0,0,0,0,0.274441,6
MBD3L1,-0.781868,0,0,0,1,0.277122,0
CTF1,-0.782007,0,0,0,0,0.274564,4
SHKBP1,-0.782266,0,0,0,1,0.277203,14
CHST13,-0.782315,0,0,0,0,0.274627,0
ZKSCAN3,-0.782431,0,0,1,0,0.333167,0
PPP4R2,-0.782617,0,0,0,0,0.274689,0
SNAPC5,-0.782744,0,0,1,0,0.333231,0
TAC1,-0.784288,0,0,0,1,0.277616,0
IDH2,-0.784882,16,0,0,0,0,0
SLC7A10,-0.78611,0,0,0,1,0.277989,0
MMP7,-0.787035,0,0,0,0,0.275592,1
SLC25A35,-0.788949,0,0,0,0,0.275983,7
S100A2,-0.789667,0,0,0,0,0.27613,0
ARHGEF3,-0.789823,0,0,0,0,0.276162,0
NUP210,-0.790086,0,0,0,0,0.276216,22
TTC23,-0.790178,0,0,0,0,0.276235,0
TRIOBP,-0.791957,0,0,0,0,0.276598,2
FAM49A,-0.792721,0,0,0,0,0.276754,2
ANKRD45,-0.7933,0,0,0,0,0.276873,0
CNTN2,-0.793547,0,0,0,0,0.276923,0
MPST,-0.794085,0,0,0,0,0.277033,1
TST,-0.794085,0,0,0,0,0.277033,1
NT5DC1,-0.794442,0,0,0,0,0.277106,0
CTAGE5,-0.796293,0,0,0,0,0.277485,5
KIF1C,-0.796775,2.1343,0,0,0,0.240879,3
PRKAA2,-0.797322,1.19928,0,0,0,0.257071,0
SLC2A13,-0.797362,0,0,0,0,0.277703,4
SLC15A1,-0.797869,1.72125,0,0,0,0.248206,0
NTS,-0.799089,0,0,0,0,0.278056,0
PPP2R1A,-0.799191,0,8,1,1,0.433797,0
PITPNM2,-0.799725,0,0,0,0,0.278186,0
HOXC10,-0.800978,0,2,1,0,0.360613,0
MORN4,-0.803157,0,0,0,0,0.278887,0
NOSIP,-0.803345,0,0,0,1,0.281511,0
RNF207,-0.803602,0,0,0,0,0.278979,0
GPATCH2,-0.803918,0,0,0,0,0.279043,3
SPATA17,-0.803918,0,0,0,0,0.279043,1
RAC3,-0.804281,0,0,0,0,0.279117,0
PWP1,-0.80432,0,0,0,0,0.279125,0
CCDC37,-0.805573,0,0,0,0,0.279381,0
PPP1R9A,-0.806059,0.69897,0,0,1,0.270046,0
NPM2,-0.806657,0,0,0,1,0.282189,6
CHRDL2,-0.80715,0,0,0,0,0.279704,0
PDE1C,-0.807369,0,0,0,1,0.282334,0
HSD17B6,-0.808859,0,0,0,0,0.280053,0
PLD5,-0.810473,0,0,0,0,0.280383,0
C6orf62,-0.813355,0,0,0,0,0.280972,0
C11orf67,-0.81359,0,0,0,0,0.28102,0
MRPS27,-0.815122,0,0,0,0,0.281333,1
PTCD2,-0.815122,0,0,0,0,0.281333,2
GABARAP,-0.815141,0,0,0,0,0.281337,3
DCDC2,-0.815694,0,0,0,0,0.28145,1
KAAG1,-0.815694,0,0,0,0,0.28145,1
CYP26B1,-0.815919,0,0,0,0,0.281496,0
ACOT4,-0.81616,0,0,0,0,0.281545,0
GRIK1,-0.817125,0,0,0,0,0.281743,0
GRIA2,-0.817156,0,0,0,0,0.281749,0
NRSN2,-0.817182,0,0,0,0,0.281754,0
IFT172,-0.81818,0,0,0,0,0.281958,8
AEBP1,-0.818215,0,12,1,1,0.484995,0
MFSD7,-0.81914,0,0,0,0,0.282155,1
COL5A2,-0.821112,0,0,0,0,0.282558,3
PNMT,-0.821212,0,0,0,0,0.282578,1
CPNE7,-0.821789,0,0,0,0,0.282696,0
EPM2AIP1,-0.821857,0,0,0,0,0.28271,17
MLH1,-0.821857,0,0,0,0,0.28271,0
RERG,-0.823465,0,0,0,0,0.283038,1
PRKD1,-0.823771,0,0,1,0,0.341617,1
SNCAIP,-0.824574,1.20204,0,0,0,0.262594,0
MRPS2,-0.825016,0,0,0,0,0.283356,0
PTRF,-0.825277,0,0,0,0,0.283409,0
CTSF,-0.82567,0,0,0,0,0.283489,0
LAMB2,-0.827683,0,0,0,0,0.283901,1
ACAT1,-0.827696,0,0,0,0,0.283903,0
CASP2,-0.827911,0,0,0,1,0.286533,24
VPS28,-0.828049,0,0,0,1,0.286561,0
C2orf15,-0.829948,0,0,0,0,0.284364,0
SCG3,-0.831463,0,0,0,0,0.284673,0
DLC1,-0.831813,1.39147,0,0,1,0.263401,0
FAM173A,-0.831878,0,0,0,0,0.284758,0
GABRB3,-0.832853,0,0,0,0,0.284957,1
TLX3,-0.833701,0,0,1,0,0.343646,0
DDAH1,-0.835574,0,0,0,0,0.285514,7
ST5,-0.83623,0,0,0,0,0.285648,0
FBXL6,-0.836579,0,0,0,1,0.288305,0
HS3ST2,-0.837335,0,0,0,0,0.285874,0
HTR5A,-0.838359,0.946922,0,0,1,0.272384,1
LGALS2,-0.839157,0,0,0,0,0.286246,10
PENK,-0.839414,0,0,0,1,0.288884,0
PLXDC1,-0.839434,0,0,0,0,0.286303,0
GAL3ST3,-0.839577,0,0,0,0,0.286332,0
NOL10,-0.83994,0,0,0,0,0.286406,8
9-Sep,-0.840169,0,0,0,0,0.286453,0
MOXD1,-0.84019,0,0,0,0,0.286457,0
SNAPC4,-0.841065,0,35,1,0,0.759111,0
ZFP2,-0.841664,0,0,1,0,0.345274,3
TRPM3,-0.841806,0.5157,0,0,0,0.277919,0
ESRP1,-0.844542,0,0,1,1,0.348448,0
PCDHB2,-0.844596,0,0,0,0,0.287358,0
AGPAT2,-0.844605,0,0,0,0,0.28736,0
RAD54B,-0.844884,0,7,1,1,0.43131,0
WNT2,-0.845465,0,0,1,1,0.348637,0
NKX2-8,-0.84769,0,0,1,0,0.346506,1
NEIL1,-0.847742,0,0,0,0,0.288001,0
DMPK,-0.848153,0,0,0,1,0.29067,17
TMEM130,-0.848244,0,0,0,1,0.290689,0
LYPD5,-0.849705,0,0,0,1,0.290988,0
AGTR1,-0.849976,0,0,0,0,0.288457,0
NDUFAF1,-0.850953,0,0,0,0,0.288657,0
CTNNA3,-0.853158,0,0,0,0,0.289108,0
MGAT2,-0.854439,0,0,0,0,0.28937,3
IRAK4,-0.854814,0,0,0,0,0.289446,1
PUS7L,-0.854814,0,0,0,0,0.289446,18
CLN6,-0.855036,0,0,0,0,0.289492,0
MT2A,-0.856105,0,0,0,0,0.28971,0
APITD1,-0.856345,0,38,1,0,0.797715,0
SPN,-0.856362,0,0,0,0,0.289763,7
GCC1,-0.857333,0,0,0,1,0.292547,7
SERPINB9,-0.857341,0,0,0,0,0.289963,0
ST6GALNAC6,-0.860751,0,0,0,0,0.29066,1
QRFPR,-0.861844,0,0,0,0,0.290883,1
SLC17A8,-0.862875,0,0,0,0,0.291094,0
LTBR,-0.86333,0,0,0,0,0.291187,5
GATA4,-0.86421,0,1,1,1,0.364295,0
HSPA2,-0.864469,0,0,0,0,0.29142,0
RASSF6,-0.864504,0,0,0,0,0.291427,1
PREPL,-0.864614,0,0,0,0,0.291449,1
EFCAB1,-0.86501,0,0,0,1,0.294116,0
SLC25A22,-0.866625,0,0,0,0,0.291861,0
ZNF511,-0.866871,0,7,1,0,0.433218,1
FAM13A,-0.868211,0,0,0,0,0.292185,0
ZFP37,-0.870205,0,0,1,0,0.351108,0
GRIK3,-0.870759,0.371611,0,0,0,0.286315,0
RASGRF1,-0.871129,0,0,0,0,0.292781,0
SLC18A2,-0.871869,0.962574,0,0,0,0.276379,0
EXOSC6,-0.871885,0,11,1,0,0.481551,10
GIPR,-0.873774,0,0,0,1,0.295907,0
COMP,-0.874367,0,0,0,1,0.296028,0
GALR1,-0.874714,0,0,0,0,0.293514,0
CIRBP,-0.87537,0,0,0,1,0.296234,6
C11orf54,-0.876137,0,0,0,0,0.293805,6
CREB5,-0.876739,0,28,1,1,0.686196,2
NPAS4,-0.877895,1.56384,0,1,0,0.325787,0
WDR86,-0.878133,0,0,0,1,0.296798,0
SPINT1,-0.878214,0,0,0,0,0.294229,8
ENOPH1,-0.878412,0,0,0,0,0.29427,1
TMOD3,-0.879198,0,0,0,0,0.29443,0
NAIF1,-0.8803,0,0,0,0,0.294656,1
OPRL1,-0.880847,0,0,0,0,0.294768,2
RGS19,-0.880847,0,0,0,0,0.294768,3
VEGFC,-0.881225,0,0,0,0,0.294845,0
C9orf96,-0.883712,0,0,0,0,0.295353,0
SURF4,-0.883712,0,0,0,0,0.295353,11
SOX14,-0.884174,0,0,1,0,0.353963,0
TSPAN15,-0.884972,0,0,0,0,0.295611,0
COL5A3,-0.885134,0.767004,0,0,1,0.285039,0
TMEM102,-0.885737,0,0,0,0,0.295767,0
C8G,-0.885901,0,0,0,0,0.295801,0
FAM84A,-0.890024,0,0,0,0,0.296643,0
CCDC78,-0.891278,0,0,0,0,0.2969,0
HAGHL,-0.891278,0,0,0,0,0.2969,0
AMDHD1,-0.891455,0,0,0,0,0.296936,0
POU4F2,-0.891466,0,0,1,0,0.355454,0
PHLDB3,-0.89182,0,0,0,1,0.299596,0
OTX2,-0.892852,0,0,1,0,0.355737,1
GLTSCR2,-0.895655,0,0,0,1,0.30038,15
MAP2,-0.89597,1.6968,0,0,0,0.268679,0
ESRP2,-0.89721,0,0,1,0,0.356628,0
SCN5A,-0.897868,0,0,0,0,0.298247,0
C19orf54,-0.899943,0,0,0,1,0.301256,0
SNRPA,-0.899943,0,0,0,1,0.301256,0
LLGL2,-0.900686,0,0,0,0,0.298823,0
DIO3,-0.900944,0,0,0,0,0.298875,0
KREMEN1,-0.903044,0,0,0,0,0.299305,0
NLN,-0.903904,0,0,0,0,0.299481,2
SGTB,-0.903904,0,0,0,0,0.299481,22
BTBD8,-0.904273,0,0,0,0,0.299556,0
SECTM1,-0.90607,0,0,0,0,0.299923,13
CDS2,-0.906114,0,0,0,0,0.299932,20
PCNA,-0.906114,0,0,0,0,0.299932,0
CRYGN,-0.906174,0,0,0,1,0.30253,0
ACTA1,-0.907849,0,0,0,0,0.300287,0
KCNH7,-0.908132,0,0,0,0,0.300345,0
LARP6,-0.909972,0,0,0,0,0.300721,0
IER5,-0.910057,0,0,0,0,0.300738,18
PAM,-0.911782,0,0,0,0,0.301091,6
MACF1,-0.912035,0,0,0,0,0.301142,3
CAD,-0.912316,0,0,0,0,0.3012,0
ELOVL1,-0.912729,0,0,0,0,0.301284,28
DEFB1,-0.91396,0,0,0,1,0.304122,0
SORT1,-0.915576,0,0,0,0,0.301866,0
C19orf57,-0.915993,0,0,0,1,0.304537,0
CCDC77,-0.916304,0,0,0,0,0.302015,0
C13orf33,-0.916762,0,0,0,0,0.302109,1
MRRF,-0.917505,0,0,0,0,0.30226,0
BTG4,-0.918236,0,0,1,0,0.360926,0
ZNF385D,-0.918929,0,2,1,0,0.384722,0
GRP,-0.919272,0,0,0,0,0.302622,0
KCNIP1,-0.919884,0,0,0,0,0.302747,0
ZNF154,-0.920083,0,0,1,1,0.363889,3
SH3GL2,-0.920095,0,0,0,0,0.30279,0
EDNRB,-0.92122,0,0,0,0,0.30302,0
PCDHB1,-0.922572,1.77989,0,0,0,0.272687,0
ATP6V0C,-0.926374,0,0,0,0,0.304073,30
PKP1,-0.926599,0,0,0,0,0.304119,0
B3GNT3,-0.926923,0,0,0,1,0.306771,3
FUT7,-0.926935,0,0,0,0,0.304188,6
AFAP1,-0.927289,0,0,0,0,0.30426,0
UBAC2,-0.92816,0,0,0,0,0.304438,1
SMOC2,-0.928178,0.677781,0,0,0,0.292786,0
TSHR,-0.92883,0,0,0,0,0.304575,0
SLC7A8,-0.929014,0,0,0,0,0.304613,33
IL12B,-0.929108,0,0,0,0,0.304632,0
USF1,-0.930163,0,1,1,0,0.375191,0
NCAPH,-0.930467,0,0,0,0,0.30491,0
TIMP3,-0.930493,0,0,0,0,0.304915,0
SFRP1,-0.930514,0,0,0,1,0.307505,0
TRIM36,-0.930596,0,0,1,0,0.363452,27
SOX17,-0.931385,0,2,1,1,0.389854,0
LGMN,-0.931844,0,0,0,0,0.305191,29
GPR77,-0.931972,0,0,0,0,0.305218,7
MYO3A,-0.931986,0.542118,0,0,0,0.295898,0
LOC389458,-0.932119,0,0,0,0,0.305248,5
ZMYND15,-0.936628,0,1,1,0,0.376512,2
ESPNL,-0.937116,0,0,0,0,0.306269,0
SCUBE1,-0.937165,0,0,0,0,0.306279,0
LSAMP,-0.937841,0,0,0,0,0.306417,0
LACTB2,-0.937844,0,0,0,1,0.309004,0
DAAM2,-0.93805,0.826814,0,0,0,0.292241,1
EVL,-0.939286,0,0,0,0,0.306713,9
METTL8,-0.939723,0,0,0,0,0.306802,15
CHRM5,-0.940086,0,0,0,0,0.306876,2
RANBP1,-0.941583,0,0,0,0,0.307182,0
TRMT2A,-0.941583,0,0,0,0,0.307182,0
EBNA1BP2,-0.941865,0,0,0,0,0.30724,0
WDR65,-0.941865,0,0,0,0,0.30724,0
FAM65A,-0.941898,1.60033,0,0,0,0.279725,1
SLC9A3,-0.942434,0,0,0,0,0.307356,0
RHOJ,-0.943714,0,0,0,0,0.307618,0
CPLX2,-0.944069,0,0,0,0,0.30769,0
GOLT1A,-0.944793,0,0,0,0,0.307838,1
C1orf65,-0.948424,0,0,0,0,0.30858,1
HOXA5,-0.949425,0,26,1,1,0.677398,0
UBN1,-0.951052,0,0,0,0,0.309118,0
TAT,-0.951495,0,0,0,0,0.309208,0
ACP1,-0.951967,0,0,0,0,0.309305,2
RGS14,-0.955129,0,0,0,0,0.309951,0
HLA-DRA,-0.956913,0,0,0,0,0.310315,0
SLC25A44,-0.957521,0,0,0,0,0.31044,2
HERC3,-0.960317,0,0,0,0,0.311011,0
CD34,-0.960363,0,0,0,0,0.311021,2
CSDC2,-0.961253,0,0,1,0,0.369719,1
ZNF560,-0.962557,0,0,1,1,0.372571,1
KLHL3,-0.962726,0,0,0,0,0.311504,1
TOP1MT,-0.964302,0,0,0,1,0.314411,0
HTR2A,-0.965496,0,0,0,0,0.31207,0
ALPL,-0.96584,0,0,0,0,0.31214,0
ALAS1,-0.966056,0,0,0,0,0.312184,1
ATG9A,-0.968045,0,0,0,0,0.312591,0
DGKA,-0.970251,0,0,0,0,0.313042,0
KLRG1,-0.972175,0,0,0,0,0.313435,8
REXO4,-0.973897,0,11,1,0,0.502405,12
PEX10,-0.975312,0,0,0,0,0.314077,0
PLOD3,-0.976336,0,0,0,1,0.316871,2
RUSC1,-0.977145,0,0,0,0,0.314451,0
GLRB,-0.977891,0,0,0,0,0.314603,0
C1QL1,-0.978787,0,0,0,0,0.314787,0
RGL1,-0.97917,1.42136,0,0,0,0.290422,32
PARVA,-0.979361,0,0,0,0,0.314904,1
SOX1,-0.979947,0,1,1,0,0.385367,0
BDKRB2,-0.980196,0,0,0,0,0.315075,0
TBC1D13,-0.980578,0,0,0,0,0.315153,0
LOXL3,-0.980674,0,0,0,0,0.315172,14
MPZL2,-0.981025,0,0,0,0,0.315244,0
PRIC285,-0.982278,0,0,0,0,0.3155,0
SOX9,-0.98236,0,1,1,0,0.38586,4
C11orf74,-0.982426,0,0,0,0,0.315531,1
RAG2,-0.982426,0,0,0,0,0.315531,0
PREX1,-0.983115,0,0,0,0,0.315671,1
FBXO39,-0.983274,0,0,0,0,0.315704,0
SH2D3C,-0.984402,0,0,0,0,0.315934,6
WFDC2,-0.984725,0,0,0,0,0.316,0
LRRC40,-0.985746,0,0,0,0,0.316209,1
PIPOX,-0.987273,0,0,0,0,0.316521,0
CSTA,-0.987553,0,0,0,0,0.316579,2
C7orf26,-0.988266,0,0,0,1,0.31931,0
ZDHHC4,-0.988766,0,11,1,1,0.508028,0
HTR1E,-0.990004,0,0,0,0,0.31708,0
LNX2,-0.992513,0,0,0,0,0.317592,14
FXYD1,-0.993144,0,0,0,1,0.320307,0
USP10,-0.993531,1.29499,0,0,0,0.29553,7
GRB10,-0.99434,1.0716,0,0,1,0.302123,5
SPHK2,-0.994576,0,0,0,1,0.3206,0
KCTD17,-0.994579,0,0,0,0,0.318015,0
GJD2,-0.995325,0,0,0,0,0.318167,1
STOM,-0.996703,0,0,0,0,0.318449,0
TNFRSF9,-0.996816,0,0,0,0,0.318472,0
SHROOM1,-0.997274,0,0,0,0,0.318566,0
CIAO1,-0.997526,0,0,0,0,0.318617,0
TMEM127,-0.997526,0,0,0,0,0.318617,22
HAUS2,-0.998785,0,0,0,0,0.318875,0
LRRC57,-0.998785,0,0,0,0,0.318875,2
SEC62,-0.998871,0,0,0,0,0.318892,1
WNT6,-1.00078,0,0,0,0,0.319282,0
CACNG4,-1.00222,0,0,0,0,0.319575,0
APBB3,-1.00248,0,0,0,0,0.31963,25
SLC35A4,-1.00248,0,0,0,0,0.31963,6
MTMR9,-1.0036,0,0,0,1,0.322444,0
UPK3B,-1.00719,0,0,0,1,0.323178,0
PNKD,-1.00719,0,0,0,0,0.320593,0
CD53,-1.00741,0,0,0,0,0.320637,10
GNG13,-1.00828,0,0,0,0,0.320814,0
KCNA1,-1.01146,0,0,0,0,0.321464,0
AGAP1,-1.01215,0,0,0,0,0.321607,0
LCA5L,-1.01263,0,0,0,0,0.321704,0
MITD1,-1.01469,0,0,0,0,0.322124,0
MRPL30,-1.01469,0,0,0,0,0.322124,0
SLC30A4,-1.01671,0,0,0,0,0.322538,0
PGAP2,-1.01695,0,0,0,0,0.322588,11
GNPDA1,-1.0181,0,0,0,0,0.322823,20
CHST4,-1.01832,0,0,0,0,0.322868,0
GPR162,-1.01844,0,0,0,0,0.322892,2
BCL9L,-1.01878,0,10,1,0,0.499751,0
TOMM40L,-1.01951,0,0,0,0,0.32311,0
CD48,-1.01971,0,0,0,0,0.323152,5
UQCRQ,-1.01973,0,0,0,0,0.323156,0
ZIC5,-1.01977,0,0,1,0,0.381679,0
ASPHD1,-1.02014,0,0,0,0,0.323239,0
QRSL1,-1.02109,0,0,0,0,0.323434,1
RTN4IP1,-1.02109,0,0,0,0,0.323434,0
FCF1,-1.02133,0,0,0,0,0.323483,0
KIAA0317,-1.02133,0,0,0,0,0.323483,2
RARS2,-1.0215,0,0,0,0,0.323518,1
FLVCR2,-1.02162,0,0,0,0,0.323541,34
SP3,-1.02297,0,5,1,0,0.44147,2
CHCHD8,-1.02364,0,0,0,0,0.323955,0
PAAF1,-1.02364,0,0,0,0,0.323955,7
GTF2IRD1,-1.02397,0,5,1,1,0.444261,4
IDH1,-1.02519,16,0,0,0,0.0491198,0
TMEM125,-1.02529,0,0,0,0,0.324292,0
PDCD1LG2,-1.02594,0,0,0,0,0.324426,0
CTTNBP2,-1.02608,0,0,0,1,0.327038,0
FGF18,-1.02667,0,0,0,0,0.324574,0
AQP10,-1.02713,0,0,0,0,0.324668,0
PNMAL1,-1.02747,0,0,0,1,0.327323,21
EXOSC7,-1.02776,0,3,1,0,0.418795,0
PPIL6,-1.02793,0,0,0,0,0.324832,0
SMPD2,-1.02793,0,0,0,0,0.324832,4
ERBB3,-1.02805,0,1,1,0,0.395199,1
LMCD1,-1.02822,0,0,0,0,0.324891,0
BCMO1,-1.02869,0.928118,0,0,0,0.309026,1
LAD1,-1.03288,0,0,0,0,0.325843,0
DEGS1,-1.03308,0,0,0,0,0.325884,3
KCNN2,-1.03338,0,0,0,0,0.325946,0
SPAG6,-1.03349,0,0,0,0,0.325968,0
LZIC,-1.03393,0,0,0,0,0.326059,0
STAR,-1.03421,0,0,0,1,0.3287,0
HYAL3,-1.03513,0,0,0,0,0.326302,12
PRUNE,-1.03695,0,0,0,0,0.326676,14
CD8B,-1.0386,0,0,0,0,0.327013,1
PNMA2,-1.03897,0,0,0,1,0.329675,0
MARCKSL1,-1.03975,0,0,0,0,0.327248,2
SLC5A8,-1.04302,0,0,0,0,0.327915,0
MLNR,-1.04331,0,0,0,0,0.327975,4
PROP1,-1.04503,0,0,1,0,0.386843,0
EPHA2,-1.04568,1.38195,0,0,0,0.304695,0
SLC9A2,-1.04646,0,0,0,0,0.328619,0
ZNF579,-1.04801,0,2,1,1,0.413693,0
PSME1,-1.04815,0,0,0,0,0.328964,0
CST6,-1.04919,0,0,0,0,0.329178,5
DHX32,-1.04984,1.18111,44,1,0,0.88792,0
POLL,-1.05242,0,0,0,0,0.329837,0
NOL3,-1.05266,0,3,1,0,0.423884,0
CCDC111,-1.05459,0,0,0,0,0.330282,25
MARVELD1,-1.05792,0,0,0,0,0.330961,2
ZFP42,-1.05811,0.818156,0,1,0,0.375446,1
TMEM132D,-1.05828,0,0,0,0,0.331035,0
CACNG2,-1.05903,0.694649,0,0,0,0.319242,0
TAS1R1,-1.05907,0,0,0,0,0.331197,1
C19orf76,-1.06133,0,0,0,0,0.331659,0
ABCG4,-1.06182,1.10513,0,0,0,0.312753,0
GSN,-1.06592,0,0,0,0,0.332598,11
TIGD5,-1.06633,0,0,0,1,0.335266,0
CLEC10A,-1.06639,0,0,0,1,0.335279,16
TMC4,-1.06752,0,0,0,1,0.33551,1
TARS2,-1.0689,0,0,0,0,0.333206,0
ELK4,-1.06891,0,6,1,0,0.462689,1
AGPAT4,-1.0698,0,0,0,0,0.33339,0
LTF,-1.06986,0,0,0,0,0.333402,0
ADAMTS17,-1.07065,0.735182,0,0,0,0.32092,7
BTN3A3,-1.07283,0,0,0,0,0.334008,0
MORN2,-1.07296,0,0,0,0,0.334035,0
LCP1,-1.07401,0,0,0,0,0.334251,9
RAMP3,-1.07412,0,0,0,1,0.336859,0
PDK4,-1.07419,1.44249,0,0,1,0.312066,31
APOB,-1.07456,0.335358,0,0,0,0.328596,0
SHBG,-1.07474,0,0,0,0,0.334399,0
TGFBI,-1.07545,1.62342,0,0,0,0.306627,24
KCNG3,-1.07558,0,0,0,0,0.334571,0
TRDMT1,-1.078,0,0,0,0,0.335065,6
NMBR,-1.07891,0,0,0,0,0.335252,3
GNA11,-1.07893,0,0,0,1,0.337842,0
EGR4,-1.0796,0,2,1,0,0.417564,0
NICN1,-1.0801,0,0,0,0,0.335495,8
EPHX2,-1.08034,0,0,0,1,0.338131,0
SEC22C,-1.08153,0,0,0,0,0.335788,0
PRPF40B,-1.08251,0,0,1,0,0.394503,0
HOXA3,-1.08267,0,42,1,1,0.893872,2
FKBP10,-1.08301,0,0,0,0,0.33609,1
ATF3,-1.08334,0,42,1,0,0.891421,2
RASSF7,-1.08404,1.19044,0,0,0,0.315828,0
PEX11B,-1.08496,0,0,0,0,0.336489,0
ABCC8,-1.08614,0,0,0,0,0.33673,3
MPO,-1.08835,0,0,0,0,0.337181,1
SRRT,-1.09075,0,0,0,1,0.340258,0
ODF3L1,-1.09086,0,0,0,0,0.337694,0
LPPR3,-1.09119,0,0,0,1,0.340348,0
NXN,-1.0943,0,0,0,1,0.340983,0
SPATA12,-1.09459,0,0,0,0,0.338457,0
TMEM176A,-1.09645,0,0,0,1,0.341424,23
TMEM176B,-1.09645,0,0,0,1,0.341424,16
PPP1R1B,-1.09665,0,0,1,0,0.397393,0
C1orf87,-1.09689,0,0,0,0,0.338926,0
C18orf34,-1.09705,0,0,0,0,0.33896,1
C1orf35,-1.09725,0,0,0,0,0.339001,2
AGA,-1.0975,0,0,0,0,0.339051,0
DUOX1,-1.09991,0,0,0,0,0.339545,6
DUOXA1,-1.09991,0,0,0,0,0.339545,0
PCDH8,-1.09996,0,0,0,0,0.339554,0
BCAN,-1.09998,0.688246,0,0,0,0.327724,0
TNNT1,-1.10077,0,0,0,1,0.342305,1
